Sample	Month	GSI
1515	1	0.0188
1516	2	0.0184
1517	4	0.0157
1518	11	0.0156
1519	8	0.0072
1520	11	11.8655
1521	11	10.8036
1522	11	10.5197
1523	11	10.4744
1524	11	10.4206
1525	11	10.4004
1526	11	9.9147
1527	9	9.8713
1528	10	9.7152
1529	9	9.6634
1530	11	9.6302
1531	10	9.5052
1532	11	9.3829
1533	12	9.3296
1534	9	9.1063
1535	9	9.094
1536	11	9.0897
1537	8	8.9651
1538	10	8.8874
1539	9	8.8838
1540	10	8.876
1541	9	8.6989
1542	9	8.4791
1543	9	8.4008
1544	9	8.3443
1545	10	8.228
1546	2	8.2263
1547	8	8.2116
1548	11	8.1521
1549	8	8.1336
1550	8	8.1332
1551	11	8.1253
1552	8	8.1211
1553	8	8.0786
1554	8	8.0647
1555	9	8.05
1556	9	8
1557	9	7.9831
1558	11	7.9423
1559	8	7.9089
1560	9	7.8565
1561	9	7.8438
1562	7	7.8081
1563	11	7.8
1564	9	7.7358
1565	7	7.6918
1566	8	7.5493
1567	7	7.546
1568	8	7.5455
1569	8	7.4851
1570	7	7.4522
1571	8	7.3434
1572	9	7.3403
1573	11	7.2958
1574	9	7.2773
1575	9	7.2457
1576	8	7.2422
1577	9	7.2237
1578	8	7.2215
1579	8	7.1731
1580	9	7.1203
1581	7	7.095
1582	9	7.0947
1583	8	7.0799
1584	11	7.0774
1585	7	7.0615
1586	8	7.0392
1587	8	7.0273
1588	9	6.9819
1589	11	6.9603
1590	8	6.9479
1591	7	6.9463
1592	7	6.918
1593	9	6.8828
1594	8	6.8655
1595	11	6.8544
1596	11	6.8158
1597	9	6.7784
1598	9	6.7357
1599	8	6.7341
1600	7	6.7191
1601	9	6.6869
1602	9	6.5709
1603	9	6.5419
1604	7	6.539
1605	9	6.5106
1606	9	6.4774
1607	7	6.394
1608	7	6.392
1609	9	6.3918
1610	8	6.3739
1611	7	6.3689
1612	7	6.3676
1613	7	6.3447
1614	7	6.3442
1615	8	6.2993
1616	9	6.2773
1617	7	6.2704
1618	6	6.2134
1619	11	6.1789
1620	7	6.1468
1621	8	6.1447
1622	1	6.1386
1623	6	6.1132
1624	7	6.1054
1625	7	6.1018
1626	7	6.0511
1627	7	5.9891
1628	9	5.9416
1629	6	5.8789
1630	7	5.8357
1631	7	5.7744
1632	7	5.7587
1633	7	5.7534
1634	9	5.7512
1635	7	5.7448
1636	8	5.7398
1637	8	5.6928
1638	8	5.6359
1639	9	5.5966
1640	9	5.5824
1641	7	5.5703
1642	7	5.5372
1643	7	5.5022
1644	7	5.4522
1645	6	5.4505
1646	7	5.4503
1647	6	5.3984
1648	6	5.3175
1649	7	5.313
1650	7	5.3015
1651	8	5.2373
1652	8	5.2154
1653	6	5.2051
1654	6	5.1983
1655	6	5.1816
1656	8	5.1564
1657	8	5.1333
1658	6	5.1332
1659	6	5.1328
1660	6	5.1312
1661	6	5.0926
1662	9	5.0863
1663	7	5.0859
1664	8	5.0765
1665	6	5.072
1666	6	4.9456
1667	2	4.8069
1668	6	4.685
1669	6	4.6326
1670	7	4.5526
1671	4	4.5461
1672	5	4.5132
1673	5	4.4491
1674	6	4.4402
1675	6	4.4245
1676	10	4.3298
1677	7	4.2245
1678	6	4.1375
1679	7	4.0077
1680	6	3.9544
1681	10	3.8993
1682	6	3.8921
1683	7	3.8539
1684	9	3.7866
1685	7	3.6782
1686	8	3.5841
1687	6	3.5432
1688	6	3.5407
1689	11	3.5377
1690	6	3.493
1691	6	3.3677
1692	10	3.3474
1693	7	3.3018
1694	7	3.2127
1695	6	3.2008
1696	11	3.1724
1697	6	3.1514
1698	7	3.1343
1699	7	3.1056
1700	6	3.0962
1701	7	3.0758
1702	6	3.0692
1703	5	3.0577
1704	7	3.0409
1705	5	2.9466
1706	7	2.9211
1707	6	2.9071
1708	8	2.9065
1709	8	2.902
1710	6	2.8965
1711	10	2.8672
1712	6	2.8437
1713	7	2.8344
1714	10	2.828
1715	4	2.8229
1716	7	2.7935
1717	7	2.787
1718	5	2.7839
1719	5	2.7711
1720	7	2.7686
1721	10	2.7548
1722	4	2.7387
1723	7	2.7273
1724	5	2.7251
1725	7	2.7076
1726	10	2.7019
1727	6	2.6984
1728	8	2.6953
1729	9	2.6621
1730	4	2.6569
1731	6	2.6483
1732	6	2.6345
1733	6	2.6009
1734	6	2.5895
1735	7	2.5777
1736	7	2.5763
1737	5	2.5321
1738	10	2.4984
1739	6	2.4976
1740	6	2.4955
1741	4	2.4953
1742	5	2.4917
1743	4	2.4906
1744	7	2.478
1745	6	2.4763
1746	6	2.4601
1747	4	2.4528
1748	6	2.4522
1749	9	2.4475
1750	4	2.4073
1751	6	2.3984
1752	4	2.3846
1753	9	2.3827
1754	6	2.3782
1755	11	2.3742
1756	4	2.3645
1757	4	2.3625
1758	5	2.3624
1759	5	2.3578
1760	5	2.3447
1761	6	2.3242
1762	5	2.3231
1763	4	2.3218
1764	1	2.311
1765	6	2.3086
1766	10	2.3085
1767	7	2.3047
1768	4	2.2917
1769	4	2.2888
1770	10	2.2794
1771	2	2.2751
1772	9	2.2742
1773	7	2.2736
1774	6	2.2594
1775	7	2.2491
1776	9	2.238
1777	8	2.2111
1778	6	2.1912
1779	6	2.1726
1780	7	2.169
1781	7	2.1686
1782	8	2.1526
1783	4	2.1248
1784	6	2.1041
1785	5	2.0947
1786	5	2.0845
1787	10	2.0833
1788	6	2.08
1789	5	2.0667
1790	8	2.0643
1791	6	2.0612
1792	5	2.0554
1793	5	2.0485
1794	10	2.0401
1795	5	2.0306
1796	9	2.0305
1797	5	2.0082
1798	9	1.9926
1799	6	1.9837
1800	3	1.9816
1801	9	1.9756
1802	9	1.9244
1803	9	1.916
1804	11	1.9103
1805	9	1.9085
1806	9	1.9068
1807	4	1.9018
1808	9	1.9007
1809	4	1.8888
1810	5	1.8596
1811	5	1.8502
1812	8	1.8322
1813	6	1.8243
1814	4	1.8182
1815	9	1.8095
1816	5	1.8072
1817	7	1.8044
1818	5	1.7994
1819	5	1.7952
1820	9	1.7925
1821	5	1.7857
1822	9	1.7585
1823	9	1.7311
1824	5	1.7278
1825	11	1.7191
1826	5	1.7188
1827	6	1.6979
1828	9	1.6951
1829	10	1.6734
1830	4	1.6631
1831	11	1.6514
1832	8	1.645
1833	9	1.6377
1834	5	1.6106
1835	9	1.5946
1836	3	1.5662
1837	2	1.5612
1838	6	1.5555
1839	11	1.545
1840	6	1.5424
1841	11	1.5331
1842	3	1.5242
1843	8	1.519
1844	5	1.5174
1845	3	1.506
1846	9	1.5055
1847	11	1.5054
1848	8	1.4969
1849	8	1.476
1850	5	1.4748
1851	5	1.473
1852	4	1.4721
1853	12	1.4637
1854	11	1.4465
1855	9	1.4455
1856	1	1.4385
1857	7	1.4383
1858	9	1.4375
1859	9	1.4367
1860	9	1.4204
1861	9	1.4124
1862	5	1.4107
1863	3	1.407
1864	5	1.3994
1865	8	1.3938
1866	11	1.3854
1867	8	1.3794
1868	11	1.3684
1869	11	1.3625
1870	9	1.357
1871	6	1.3457
1872	11	1.3228
1873	3	1.3191
1874	5	1.3018
1875	7	1.2726
1876	4	1.2695
1877	8	1.2689
1878	9	1.2687
1879	1	1.2545
1880	9	1.2413
1881	7	1.2359
1882	3	1.2348
1883	4	1.2204
1884	5	1.1933
1885	5	1.1883
1886	3	1.1803
1887	8	1.1557
1888	7	1.1346
1889	11	1.1332
1890	5	1.125
1891	3	1.1124
1892	3	1.1097
1893	5	1.1
1894	7	1.0995
1895	7	1.0958
1896	5	1.091
1897	3	1.0879
1898	10	1.0764
1899	4	1.0538
1900	7	1.0433
1901	4	1.0409
1902	3	1.0259
1903	3	1.0227
1904	9	1.0056
1905	9	1.0048
1906	11	1.0021
1907	11	1
1908	3	0.9969
1909	5	0.9886
1910	8	0.9792
1911	5	0.9758
1912	2	0.9745
1913	3	0.9741
1914	5	0.9547
1915	7	0.9387
1916	6	0.9356
1917	3	0.9287
1918	4	0.9274
1919	11	0.9184
1920	5	0.8994
1921	3	0.8971
1922	5	0.8768
1923	3	0.8571
1924	10	0.8553
1925	2	0.8534
1926	2	0.8441
1927	8	0.842
1928	7	0.8369
1929	9	0.8263
1930	9	0.8244
1931	11	0.8195
1932	5	0.8095
1933	3	0.7965
1934	4	0.7955
1935	3	0.7752
1936	4	0.7643
1937	11	0.7608
1938	4	0.751
1939	2	0.7396
1940	10	0.7181
1941	8	0.7136
1942	7	0.7125
1943	2	0.7083
1944	5	0.7047
1945	4	0.6364
1946	7	0.6008
1947	4	0.5955
1948	4	0.5761
1949	9	0.5633
1950	5	0.5555
1951	8	0.554
1952	5	0.5498
1953	5	0.5483
1954	7	0.5351
1955	2	0.5132
1956	2	0.5061
1957	7	0.502
1958	4	0.4844
1959	1	0.4828
1960	4	0.4794
1961	11	0.4717
1962	3	0.4716
1963	1	0.4685
1964	7	0.4684
1965	3	0.4664
1966	7	0.4567
1967	1	0.4537
1968	2	0.4526
1969	4	0.452
1970	4	0.45
1971	4	0.4492
1972	4	0.4464
1973	2	0.4446
1974	3	0.4367
1975	1	0.4354
1976	4	0.4353
1977	4	0.435
1978	4	0.4311
1979	1	0.4301
1980	4	0.4154
1981	2	0.4107
1982	4	0.4027
1983	10	0.3939
1984	2	0.385
1985	4	0.3781
1986	3	0.3748
1987	5	0.3722
1988	1	0.3691
1989	4	0.3603
1990	4	0.3601
1991	4	0.36
1992	11	0.357
1993	3	0.349
1994	3	0.3437
1995	4	0.3315
1996	3	0.3302
1997	3	0.3292
1998	5	0.3276
1999	1	0.3273
2000	1	0.3272
2001	1	0.3263
2002	4	0.3262
2003	1	0.3228
2004	3	0.3173
2005	1	0.3159
2006	1	0.315
2007	1	0.3135
2008	4	0.313
2009	1	0.3097
2010	11	0.3086
2011	1	0.3078
2012	5	0.3071
2013	2	0.3046
2014	5	0.3015
2015	3	0.2978
2016	1	0.2967
2017	12	0.2954
2018	4	0.291
2019	1	0.2885
2020	4	0.2865
2021	1	0.2827
2022	1	0.2821
2023	1	0.2814
2024	1	0.2777
2025	2	0.2768
2026	1	0.2747
2027	5	0.2727
2028	4	0.272
2029	1	0.2691
2030	5	0.2668
2031	4	0.2654
2032	1	0.2645
2033	3	0.2644
2034	1	0.2632
2035	1	0.2617
2036	10	0.2615
2037	1	0.2596
2038	1	0.2589
2039	1	0.2587
2040	7	0.2577
2041	1	0.2571
2042	3	0.2543
2043	1	0.2529
2044	1	0.2465
2045	1	0.2419
2046	1	0.2405
2047	9	0.238
2048	1	0.2361
2049	2	0.2354
2050	1	0.2352
2051	1	0.235
2052	10	0.2344
2053	3	0.2344
2054	6	0.2321
2055	1	0.2313
2056	1	0.2304
2057	1	0.2303
2058	1	0.2274
2059	3	0.2263
2060	9	0.2253
2061	1	0.2246
2062	1	0.2238
2063	1	0.2223
2064	1	0.2217
2065	1	0.2209
2066	12	0.2193
2067	1	0.2189
2068	12	0.2148
2069	1	0.2141
2070	1	0.2112
2071	12	0.2097
2072	12	0.2095
2073	2	0.2076
2074	2	0.2067
2075	4	0.2061
2076	12	0.2054
2077	1	0.2044
2078	3	0.2038
2079	1	0.2031
2080	10	0.2029
2081	10	0.2029
2082	12	0.2013
2083	1	0.2012
2084	1	0.1986
2085	2	0.1985
2086	2	0.198
2087	1	0.1973
2088	10	0.1971
2089	3	0.1963
2090	1	0.1955
2091	1	0.194
2092	5	0.1933
2093	3	0.1898
2094	2	0.1869
2095	2	0.1858
2096	1	0.1854
2097	1	0.1828
2098	1	0.182
2099	3	0.1798
2100	3	0.179
2101	1	0.1786
2102	1	0.1735
2103	1	0.1711
2104	3	0.1711
2105	1	0.1698
2106	1	0.1693
2107	3	0.1669
2108	1	0.1663
2109	1	0.1622
2110	2	0.1621
2111	3	0.1608
2112	3	0.1608
2113	12	0.1605
2114	2	0.1604
2115	10	0.1602
2116	2	0.1601
2117	3	0.1601
2118	2	0.1599
2119	1	0.1594
2120	1	0.1586
2121	1	0.1584
2122	2	0.1584
2123	1	0.1583
2124	2	0.158
2125	1	0.1575
2126	4	0.1572
2127	3	0.1567
2128	2	0.1565
2129	1	0.1563
2130	1	0.1554
2131	1	0.155
2132	1	0.1545
2133	2	0.1543
2134	1	0.154
2135	12	0.1536
2136	2	0.1535
2137	2	0.1531
2138	12	0.1528
2139	1	0.1527
2140	4	0.1519
2141	1	0.1509
2142	1	0.1508
2143	12	0.15
2144	2	0.15
2145	3	0.1491
2146	12	0.1462
2147	1	0.1456
2148	1	0.1436
2149	12	0.1415
2150	10	0.1413
2151	2	0.1411
2152	2	0.1408
2153	1	0.1405
2154	3	0.14
2155	3	0.1399
2156	2	0.1387
2157	2	0.1383
2158	2	0.1374
2159	2	0.1369
2160	1	0.136
2161	3	0.1351
2162	2	0.1329
2163	11	0.1328
2164	1	0.1323
2165	3	0.1322
2166	2	0.1321
2167	3	0.132
2168	12	0.1319
2169	1	0.1303
2170	1	0.1301
2171	12	0.1296
2172	12	0.1293
2173	1	0.1287
2174	1	0.1286
2175	12	0.1282
2176	2	0.1274
2177	12	0.1272
2178	1	0.1265
2179	10	0.1261
2180	12	0.126
2181	1	0.1246
2182	2	0.1246
2183	1	0.1236
2184	10	0.1231
2185	1	0.122
2186	1	0.1211
2187	2	0.1211
2188	2	0.1211
2189	12	0.1206
2190	1	0.1202
2191	2	0.1202
2192	12	0.1189
2193	12	0.1162
2194	12	0.1156
2195	2	0.1147
2196	1	0.1137
2197	1	0.1135
2198	1	0.1132
2199	3	0.1131
2200	2	0.1126
2201	1	0.1124
2202	10	0.1116
2203	2	0.1073
2204	2	0.1066
2205	12	0.1051
2206	1	0.1051
2207	12	0.1045
2208	12	0.1041
2209	1	0.1031
2210	1	0.1021
2211	3	0.1004
2212	4	0.1
2213	1	0.0991
2214	1	0.099
2215	12	0.0984
2216	2	0.0984
2217	1	0.0976
2218	1	0.0954
2219	3	0.0934
2220	12	0.0932
2221	12	0.091
2222	10	0.0907
2223	1	0.089
2224	2	0.0885
2225	10	0.0877
2226	1	0.0875
2227	1	0.0866
2228	2	0.0854
2229	3	0.0847
2230	1	0.0844
2231	10	0.0831
2232	2	0.0812
2233	1	0.0798
2234	4	0.0797
2235	2	0.0761
2236	1	0.073
2237	10	0.0714
2238	10	0.0706
2239	1	0.0686
2240	10	0.0679
2241	10	0.0671
2242	11	0.0665
2243	2	0.0644
2244	1	0.0643
2245	4	0.0643
2246	11	0.0639
2247	2	0.0638
2248	11	0.0637
2249	10	0.0633
2250	10	0.0618
2251	11	0.0593
2252	10	0.0568
2253	3	0.0564
2254	10	0.0558
2255	11	0.0549
2256	10	0.0533
2257	10	0.0519
2258	3	0.0506
2259	10	0.0502
2260	10	0.0479
2261	2	0.0457
2262	3	0.0449
2263	4	0.0441
2264	10	0.0435
2265	11	0.0433
2266	10	0.0411
2267	11	0.0407
2268	11	0.0403
2269	2	0.0399
2270	7	0.0394
2271	11	0.0387
2272	10	0.0366
2273	10	0.035
2274	10	0.0349
2275	10	0.034
2276	11	0.0275
2277	10	0.0246
2278	2	0.0243
2279	10	0.024
2280	10	0.0237
2281	10	0.0207
2282	7	0.0124
2283	7	0.0064
2284	9	10.6168
2285	12	10.4052
2286	7	10.279
2287	12	10.0054
2288	9	9.9784
2289	9	9.7664
2290	12	9.745
2291	10	9.6262
2292	12	9.5746
2293	7	9.5509
2294	9	9.4658
2295	12	9.3888
2296	12	9.247
2297	12	9.1072
2298	12	9.0272
2299	9	9.0189
2300	12	8.9694
2301	9	8.9471
2302	9	8.7816
2303	12	8.718
2304	12	8.6294
2305	9	8.5398
2306	9	8.33
2307	9	8.2559
2308	7	8.12
2309	12	8.0801
2310	9	7.9514
2311	9	7.9126
2312	7	7.8473
2313	9	7.8125
2314	9	7.694
2315	9	7.6533
2316	9	7.4819
2317	8	7.4559
2318	9	7.3815
2319	9	7.2984
2320	8	7.2771
2321	9	7.2762
2322	11	7.2079
2323	7	7.2065
2324	8	7.088
2325	9	7.0761
2326	8	7.0594
2327	8	7.0341
2328	7	7.0037
2329	9	6.9806
2330	8	6.9764
2331	9	6.9489
2332	8	6.8732
2333	12	6.7772
2334	8	6.7329
2335	9	6.7143
2336	8	6.6702
2337	9	6.5903
2338	8	6.5275
2339	9	6.5074
2340	7	6.4624
2341	8	6.4304
2342	8	6.3833
2343	7	6.2984
2344	8	6.2169
2345	8	6.2105
2346	7	6.162
2347	7	6.1186
2348	7	6.0811
2349	11	6.025
2350	7	5.9961
2351	8	5.8421
2352	9	5.8405
2353	8	5.8356
2354	7	5.7889
2355	8	5.7557
2356	7	5.7426
2357	7	5.7004
2358	7	5.6662
2359	9	5.6539
2360	9	5.6233
2361	7	5.6163
2362	7	5.6025
2363	8	5.5047
2364	9	5.4743
2365	7	5.4055
2366	8	5.3754
2367	7	5.3256
2368	7	5.2587
2369	8	5.1891
2370	7	5.1679
2371	8	5.1657
2372	7	5.138
2373	9	5.0541
2374	7	5.0117
2375	8	4.9892
2376	7	4.9498
2377	7	4.8305
2378	7	4.7949
2379	7	4.7813
2380	10	4.5348
2381	8	4.193
2382	8	4.0386
2383	12	4.0062
2384	8	3.9413
2385	7	3.9391
2386	7	3.9367
2387	7	3.833
2388	7	3.5933
2389	9	3.5575
2390	8	3.4574
2391	12	3.3422
2392	7	3.2836
2393	8	3.215
2394	8	3.1444
2395	8	3.107
2396	7	3.0629
2397	8	3.0269
2398	7	3.0089
2399	12	2.9877
2400	7	2.8942
2401	8	2.8734
2402	12	2.8268
2403	8	2.811
2404	10	2.8079
2405	9	2.7886
2406	7	2.7764
2407	10	2.7625
2408	7	2.7169
2409	8	2.6957
2410	7	2.6439
2411	7	2.626
2412	9	2.6213
2413	8	2.5917
2414	9	2.5463
2415	7	2.5134
2416	9	2.4386
2417	9	2.4196
2418	7	2.4094
2419	12	2.3914
2420	7	2.3901
2421	12	2.3556
2422	7	2.3337
2423	8	2.3228
2424	7	2.2995
2425	8	2.2863
2426	8	2.2853
2427	8	2.2784
2428	9	2.2658
2429	9	2.261
2430	9	2.1705
2431	8	2.1028
2432	8	2.101
2433	8	2.065
2434	9	2.0529
2435	9	2.0231
2436	12	2.0204
2437	7	2.006
2438	7	2.0027
2439	9	1.9752
2440	7	1.9737
2441	9	1.9651
2442	7	1.9554
2443	7	1.9293
2444	12	1.9247
2445	11	1.923
2446	7	1.8931
2447	9	1.8856
2448	9	1.8512
2449	7	1.843
2450	10	1.8067
2451	7	1.7896
2452	9	1.7842
2453	7	1.7537
2454	12	1.746
2455	7	1.7194
2456	11	1.7106
2457	8	1.7005
2458	9	1.6958
2459	7	1.6549
2460	9	1.5621
2461	10	1.505
2462	9	1.5029
2463	7	1.4699
2464	9	1.4481
2465	9	1.4393
2466	8	1.4144
2467	12	1.4098
2468	11	1.3951
2469	8	1.3893
2470	7	1.3299
2471	9	1.3233
2472	7	1.3083
2473	9	1.2351
2474	9	1.2333
2475	7	1.2084
2476	7	1.1803
2477	8	1.1533
2478	7	1.1449
2479	8	1.1131
2480	8	1.0771
2481	8	1.0638
2482	9	1.0622
2483	8	1.0102
2484	9	0.9857
2485	7	0.9749
2486	8	0.9003
2487	8	0.8995
2488	8	0.8811
2489	12	0.8726
2490	8	0.8301
2491	8	0.7531
2492	8	0.7475
2493	9	0.6579
2494	8	0.6552
2495	8	0.6546
2496	7	0.6435
2497	8	0.6407
2498	9	0.6085
2499	10	0.5587
2500	12	0.5538
2501	10	0.5
2502	12	0.4957
2503	10	0.4825
2504	9	0.4441
2505	12	0.4056
2506	12	0.4026
2507	12	0.3667
2508	12	0.362
2509	12	0.3259
2510	12	0.3168
2511	12	0.2969
2512	12	0.2847
2513	12	0.2788
2514	12	0.2481
2515	12	0.2391
2516	10	0.2364
2517	12	0.2263
2518	12	0.2222
2519	12	0.2127
2520	10	0.2103
2521	12	0.2082
2522	12	0.205
2523	12	0.1806
2524	12	0.177
2525	10	0.1706
2526	12	0.1697
2527	12	0.1614
2528	12	0.1551
2529	12	0.1516
2530	10	0.1468
2531	10	0.1456
2532	10	0.1439
2533	12	0.1432
2534	12	0.1432
2535	12	0.1424
2536	12	0.1419
2537	10	0.1406
2538	12	0.1406
2539	12	0.1402
2540	12	0.1396
2541	12	0.1394
2542	12	0.1366
2543	12	0.136
2544	12	0.1346
2545	12	0.1317
2546	10	0.1281
2547	12	0.128
2548	12	0.1264
2549	10	0.124
2550	10	0.1225
2551	12	0.122
2552	10	0.1206
2553	12	0.1181
2554	10	0.1173
2555	12	0.1103
2556	12	0.1087
2557	12	0.1082
2558	12	0.1078
2559	12	0.1061
2560	12	0.1057
2561	10	0.1039
2562	12	0.1026
2563	10	0.1003
2564	12	0.1
2565	12	0.0996
2566	12	0.0985
2567	12	0.0977
2568	12	0.0962
2569	12	0.0952
2570	12	0.0933
2571	10	0.0904
2572	10	0.0902
2573	12	0.0899
2574	12	0.0894
2575	10	0.0893
2576	12	0.0891
2577	12	0.0889
2578	10	0.0874
2579	10	0.0849
2580	10	0.0835
2581	12	0.0826
2582	12	0.0806
2583	12	0.0805
2584	10	0.0802
2585	12	0.0796
2586	12	0.0789
2587	12	0.0789
2588	10	0.0786
2589	12	0.0776
2590	12	0.0773
2591	10	0.0765
2592	10	0.076
2593	9	0.0757
2594	12	0.0755
2595	10	0.0741
2596	12	0.0741
2597	12	0.0733
2598	12	0.0731
2599	12	0.0728
2600	12	0.072
2601	12	0.071
2602	12	0.0693
2603	12	0.0686
2604	12	0.0678
2605	12	0.0676
2606	12	0.0658
2607	10	0.0657
2608	12	0.0654
2609	10	0.063
2610	12	0.0628
2611	12	0.0577
2612	10	0.0574
2613	12	0.0567
2614	8	0.054
2615	10	0.0538
2616	10	0.053
2617	12	0.0497
2618	12	0.0492
2619	10	0.0481
2620	12	0.0464
2621	10	0.0462
2622	10	0.0455
2623	12	0.0452
2624	10	0.0423
2625	10	0.0417
2626	10	0.0398
2627	12	0.0398
2628	10	0.0367
2629	8	0.0358
2630	12	0.0356
2631	12	0.0349
2632	10	0.0343
2633	10	0.0335
2634	10	0.0331
2635	10	0.0308
2636	10	0.0307
2637	10	0.0292
2638	12	0.0258
2639	12	0.0257
2640	10	0.02
2641	10	0.0191
2642	12	0.0165
2643	10	0.0132
2644	12	0.007
